event_id,name,branch,date,attendance,feedback_score
EVT0346,Book Club Meeting,Beckton,2025-03-18,"{'registered': 16, 'actual': 42, 'age_breakdown': {'0-5': 10, '6-12': 9, '13-17': 0, '18+': 4}}",3.9
EVT0347,Children's Story Hour,East Ham,2024-12-25,"{'registered': 43, 'actual': 40, 'age_breakdown': {'0-5': 10, '6-12': 2, '13-17': 4, '18+': 2}}",4.7
EVT0348,Computer Skills Workshop,Beckton,2025-06-15,"{'registered': 50, 'actual': 24, 'age_breakdown': {'0-5': 5, '6-12': 4, '13-17': 7, '18+': 2}}",4.2
EVT0349,Computer Skills Workshop,Plaistow,2025-01-28,"{'registered': 42, 'actual': 28, 'age_breakdown': {'0-5': 7, '6-12': 12, '13-17': 4, '18+': 13}}",3.1
EVT0350,Teen Gaming Night,Beckton,2025-01-03,"{'registered': 15, 'actual': 7, 'age_breakdown': {'0-5': 10, '6-12': 15, '13-17': 4, '18+': 19}}",4.3
EVT0351,Computer Skills Workshop,Stratford,2025-06-25,"{'registered': 46, 'actual': 23, 'age_breakdown': {'0-5': 2, '6-12': 7, '13-17': 10, '18+': 4}}",3.6
EVT0352,Children's Story Hour,Stratford,2025-09-30,"{'registered': 25, 'actual': 10, 'age_breakdown': {'0-5': 5, '6-12': 6, '13-17': 5, '18+': 1}}",4.3
EVT0353,Homework Help Session,East Ham,2025-05-22,"{'registered': 34, 'actual': 9, 'age_breakdown': {'0-5': 6, '6-12': 8, '13-17': 5, '18+': 10}}",3.6
EVT0354,Homework Help Session,Plaistow,2025-09-30,"{'registered': 29, 'actual': 9, 'age_breakdown': {'0-5': 0, '6-12': 4, '13-17': 10, '18+': 11}}",4.4
EVT0355,Children's Story Hour,North Woolwich,2025-10-01,"{'registered': 39, 'actual': 42, 'age_breakdown': {'0-5': 8, '6-12': 8, '13-17': 8, '18+': 16}}",3.7
EVT0356,Computer Skills Workshop,Custom House,2025-09-05,"{'registered': 28, 'actual': 37, 'age_breakdown': {'0-5': 9, '6-12': 7, '13-17': 0, '18+': 0}}",4.2
EVT0357,Homework Help Session,North Woolwich,2025-03-01,"{'registered': 31, 'actual': 32, 'age_breakdown': {'0-5': 7, '6-12': 11, '13-17': 10, '18+': 12}}",3.7
EVT0358,Teen Gaming Night,Manor Park,2025-09-18,"{'registered': 19, 'actual': 16, 'age_breakdown': {'0-5': 7, '6-12': 2, '13-17': 7, '18+': 4}}",3.3
EVT0359,Homework Help Session,Manor Park,2024-12-23,"{'registered': 35, 'actual': 28, 'age_breakdown': {'0-5': 0, '6-12': 8, '13-17': 6, '18+': 0}}",4.3
EVT0360,Children's Story Hour,Manor Park,2025-02-17,"{'registered': 27, 'actual': 12, 'age_breakdown': {'0-5': 3, '6-12': 0, '13-17': 6, '18+': 16}}",4.9
EVT0361,Book Club Meeting,Manor Park,2025-03-25,"{'registered': 12, 'actual': 37, 'age_breakdown': {'0-5': 7, '6-12': 3, '13-17': 0, '18+': 0}}",5.0
EVT0362,Computer Skills Workshop,Plaistow,2024-11-13,"{'registered': 44, 'actual': 43, 'age_breakdown': {'0-5': 0, '6-12': 8, '13-17': 1, '18+': 15}}",3.3
EVT0363,Computer Skills Workshop,Plaistow,2025-02-21,"{'registered': 20, 'actual': 17, 'age_breakdown': {'0-5': 8, '6-12': 3, '13-17': 1, '18+': 11}}",4.3
EVT0364,Book Club Meeting,East Ham,2025-01-16,"{'registered': 19, 'actual': 40, 'age_breakdown': {'0-5': 2, '6-12': 5, '13-17': 2, '18+': 17}}",3.0
EVT0365,Author Talk,Plaistow,2025-10-10,"{'registered': 30, 'actual': 14, 'age_breakdown': {'0-5': 8, '6-12': 6, '13-17': 5, '18+': 19}}",3.6
EVT0366,Children's Story Hour,Manor Park,2025-01-09,"{'registered': 15, 'actual': 7, 'age_breakdown': {'0-5': 8, '6-12': 8, '13-17': 7, '18+': 19}}",3.5
EVT0367,Children's Story Hour,North Woolwich,2025-06-03,"{'registered': 17, 'actual': 20, 'age_breakdown': {'0-5': 5, '6-12': 0, '13-17': 5, '18+': 6}}",4.6
EVT0368,Computer Skills Workshop,East Ham,2025-04-16,"{'registered': 20, 'actual': 38, 'age_breakdown': {'0-5': 9, '6-12': 4, '13-17': 0, '18+': 13}}",4.3
EVT0370,Teen Gaming Night,Stratford,2025-02-08,"{'registered': 14, 'actual': 6, 'age_breakdown': {'0-5': 4, '6-12': 3, '13-17': 9, '18+': 9}}",4.4
EVT0371,Author Talk,East Ham,2024-11-21,"{'registered': 29, 'actual': 9, 'age_breakdown': {'0-5': 9, '6-12': 10, '13-17': 2, '18+': 16}}",3.2
EVT0372,Homework Help Session,Manor Park,2025-08-02,"{'registered': 28, 'actual': 35, 'age_breakdown': {'0-5': 8, '6-12': 13, '13-17': 7, '18+': 9}}",4.3
EVT0373,Teen Gaming Night,Stratford,2025-04-30,"{'registered': 21, 'actual': 10, 'age_breakdown': {'0-5': 10, '6-12': 7, '13-17': 0, '18+': 12}}",3.7
EVT0376,Author Talk,Custom House,2024-12-05,"{'registered': 30, 'actual': 27, 'age_breakdown': {'0-5': 7, '6-12': 11, '13-17': 9, '18+': 18}}",4.5
EVT0377,Teen Gaming Night,Beckton,2025-03-07,"{'registered': 27, 'actual': 16, 'age_breakdown': {'0-5': 9, '6-12': 0, '13-17': 6, '18+': 19}}",4.1
EVT0379,Children's Story Hour,Plaistow,2025-05-09,"{'registered': 31, 'actual': 31, 'age_breakdown': {'0-5': 7, '6-12': 7, '13-17': 3, '18+': 14}}",3.7
EVT0380,Children's Story Hour,Stratford,2025-06-06,"{'registered': 35, 'actual': 25, 'age_breakdown': {'0-5': 2, '6-12': 14, '13-17': 6, '18+': 2}}",3.8
EVT0381,Teen Gaming Night,Stratford,2025-09-08,"{'registered': 29, 'actual': 42, 'age_breakdown': {'0-5': 8, '6-12': 1, '13-17': 2, '18+': 11}}",3.0
EVT0382,Author Talk,East Ham,2025-01-14,"{'registered': 40, 'actual': 30, 'age_breakdown': {'0-5': 9, '6-12': 5, '13-17': 10, '18+': 19}}",3.6
EVT0383,Author Talk,Plaistow,2025-07-22,"{'registered': 41, 'actual': 16, 'age_breakdown': {'0-5': 5, '6-12': 0, '13-17': 8, '18+': 9}}",3.5
EVT0385,Homework Help Session,East Ham,2024-12-15,"{'registered': 29, 'actual': 12, 'age_breakdown': {'0-5': 5, '6-12': 10, '13-17': 3, '18+': 12}}",3.7
EVT0386,Author Talk,Manor Park,2025-04-18,"{'registered': 39, 'actual': 23, 'age_breakdown': {'0-5': 9, '6-12': 0, '13-17': 6, '18+': 5}}",4.1
EVT0387,Computer Skills Workshop,Stratford,2025-02-01,"{'registered': 20, 'actual': 22, 'age_breakdown': {'0-5': 2, '6-12': 11, '13-17': 7, '18+': 1}}",4.5
EVT0388,Book Club Meeting,North Woolwich,2025-03-30,"{'registered': 19, 'actual': 44, 'age_breakdown': {'0-5': 5, '6-12': 9, '13-17': 5, '18+': 5}}",4.7
EVT0389,Author Talk,North Woolwich,2025-06-16,"{'registered': 44, 'actual': 13, 'age_breakdown': {'0-5': 8, '6-12': 12, '13-17': 3, '18+': 1}}",4.8
EVT0391,Author Talk,East Ham,2025-09-27,"{'registered': 48, 'actual': 13, 'age_breakdown': {'0-5': 2, '6-12': 0, '13-17': 4, '18+': 2}}",4.1
EVT0392,Book Club Meeting,Stratford,2025-10-06,"{'registered': 32, 'actual': 20, 'age_breakdown': {'0-5': 9, '6-12': 5, '13-17': 6, '18+': 12}}",3.9
EVT0393,Children's Story Hour,Plaistow,2025-07-16,"{'registered': 24, 'actual': 13, 'age_breakdown': {'0-5': 5, '6-12': 1, '13-17': 3, '18+': 3}}",4.2
EVT0395,Children's Story Hour,North Woolwich,2025-04-19,"{'registered': 47, 'actual': 8, 'age_breakdown': {'0-5': 1, '6-12': 7, '13-17': 10, '18+': 7}}",4.2
EVT0396,Computer Skills Workshop,Custom House,2024-11-13,"{'registered': 41, 'actual': 10, 'age_breakdown': {'0-5': 9, '6-12': 1, '13-17': 0, '18+': 1}}",3.4
EVT0397,Teen Gaming Night,North Woolwich,2025-07-12,"{'registered': 31, 'actual': 32, 'age_breakdown': {'0-5': 1, '6-12': 12, '13-17': 2, '18+': 5}}",3.8
EVT0398,Homework Help Session,North Woolwich,2025-02-25,"{'registered': 27, 'actual': 36, 'age_breakdown': {'0-5': 1, '6-12': 11, '13-17': 5, '18+': 19}}",4.5
EVT0399,Teen Gaming Night,Custom House,2025-01-28,"{'registered': 19, 'actual': 19, 'age_breakdown': {'0-5': 0, '6-12': 9, '13-17': 5, '18+': 6}}",3.5
EVT0400,Computer Skills Workshop,North Woolwich,2025-05-22,"{'registered': 50, 'actual': 34, 'age_breakdown': {'0-5': 7, '6-12': 2, '13-17': 4, '18+': 10}}",3.9
EVT0401,Author Talk,Beckton,2024-11-21,"{'registered': 25, 'actual': 33, 'age_breakdown': {'0-5': 0, '6-12': 3, '13-17': 9, '18+': 9}}",3.7
EVT0402,Homework Help Session,Custom House,2025-01-31,"{'registered': 16, 'actual': 10, 'age_breakdown': {'0-5': 10, '6-12': 14, '13-17': 7, '18+': 13}}",4.4
EVT0404,Children's Story Hour,Beckton,2025-03-15,"{'registered': 46, 'actual': 15, 'age_breakdown': {'0-5': 8, '6-12': 2, '13-17': 10, '18+': 10}}",3.1
EVT0405,Homework Help Session,Stratford,2024-11-18,"{'registered': 49, 'actual': 8, 'age_breakdown': {'0-5': 2, '6-12': 4, '13-17': 3, '18+': 2}}",3.8
EVT0406,Homework Help Session,Custom House,2024-12-31,"{'registered': 38, 'actual': 6, 'age_breakdown': {'0-5': 6, '6-12': 15, '13-17': 10, '18+': 13}}",3.5
EVT0408,Book Club Meeting,Plaistow,2025-03-20,"{'registered': 50, 'actual': 38, 'age_breakdown': {'0-5': 4, '6-12': 11, '13-17': 6, '18+': 7}}",3.2
EVT0410,Homework Help Session,East Ham,2025-03-13,"{'registered': 39, 'actual': 26, 'age_breakdown': {'0-5': 3, '6-12': 4, '13-17': 3, '18+': 2}}",3.5
EVT0411,Author Talk,Custom House,2025-06-23,"{'registered': 50, 'actual': 37, 'age_breakdown': {'0-5': 6, '6-12': 12, '13-17': 9, '18+': 6}}",4.0
EVT0412,Teen Gaming Night,North Woolwich,2025-08-19,"{'registered': 26, 'actual': 11, 'age_breakdown': {'0-5': 7, '6-12': 6, '13-17': 10, '18+': 15}}",4.1
EVT0413,Author Talk,East Ham,2024-11-11,"{'registered': 43, 'actual': 13, 'age_breakdown': {'0-5': 0, '6-12': 3, '13-17': 1, '18+': 8}}",3.1
EVT0414,Computer Skills Workshop,Beckton,2024-11-18,"{'registered': 32, 'actual': 15, 'age_breakdown': {'0-5': 6, '6-12': 12, '13-17': 4, '18+': 5}}",4.7
EVT0415,Book Club Meeting,Beckton,2025-08-11,"{'registered': 33, 'actual': 9, 'age_breakdown': {'0-5': 2, '6-12': 15, '13-17': 2, '18+': 8}}",3.7
EVT0416,Book Club Meeting,Plaistow,2025-02-06,"{'registered': 33, 'actual': 30, 'age_breakdown': {'0-5': 5, '6-12': 12, '13-17': 9, '18+': 15}}",3.5
EVT0417,Computer Skills Workshop,Custom House,2025-01-09,"{'registered': 28, 'actual': 42, 'age_breakdown': {'0-5': 6, '6-12': 5, '13-17': 2, '18+': 8}}",4.2
EVT0418,Homework Help Session,Manor Park,2025-03-27,"{'registered': 17, 'actual': 6, 'age_breakdown': {'0-5': 4, '6-12': 13, '13-17': 10, '18+': 4}}",4.9
EVT0419,Teen Gaming Night,East Ham,2024-10-20,"{'registered': 46, 'actual': 31, 'age_breakdown': {'0-5': 5, '6-12': 12, '13-17': 8, '18+': 10}}",3.3
EVT0420,Homework Help Session,Stratford,2025-07-15,"{'registered': 36, 'actual': 13, 'age_breakdown': {'0-5': 7, '6-12': 13, '13-17': 7, '18+': 5}}",3.5
EVT0421,Author Talk,North Woolwich,2025-07-30,"{'registered': 11, 'actual': 44, 'age_breakdown': {'0-5': 7, '6-12': 6, '13-17': 4, '18+': 8}}",3.1
EVT0422,Teen Gaming Night,Stratford,2025-08-13,"{'registered': 29, 'actual': 32, 'age_breakdown': {'0-5': 10, '6-12': 11, '13-17': 0, '18+': 5}}",3.4
EVT0423,Computer Skills Workshop,Plaistow,2025-03-02,"{'registered': 45, 'actual': 5, 'age_breakdown': {'0-5': 4, '6-12': 11, '13-17': 7, '18+': 18}}",4.8
EVT0424,Author Talk,Stratford,2024-11-10,"{'registered': 43, 'actual': 23, 'age_breakdown': {'0-5': 10, '6-12': 1, '13-17': 7, '18+': 0}}",4.3
EVT0425,Teen Gaming Night,East Ham,2025-04-13,"{'registered': 15, 'actual': 23, 'age_breakdown': {'0-5': 7, '6-12': 4, '13-17': 3, '18+': 6}}",4.5
EVT0426,Book Club Meeting,North Woolwich,2025-01-16,"{'registered': 13, 'actual': 41, 'age_breakdown': {'0-5': 4, '6-12': 10, '13-17': 1, '18+': 12}}",4.5
EVT0427,Computer Skills Workshop,Stratford,2024-10-14,"{'registered': 35, 'actual': 17, 'age_breakdown': {'0-5': 6, '6-12': 7, '13-17': 10, '18+': 4}}",4.6
EVT0429,Children's Story Hour,North Woolwich,2025-09-12,"{'registered': 43, 'actual': 23, 'age_breakdown': {'0-5': 8, '6-12': 8, '13-17': 2, '18+': 12}}",4.5
EVT0430,Teen Gaming Night,East Ham,2025-02-27,"{'registered': 23, 'actual': 18, 'age_breakdown': {'0-5': 6, '6-12': 14, '13-17': 10, '18+': 18}}",4.9
EVT0431,Teen Gaming Night,East Ham,2025-01-08,"{'registered': 44, 'actual': 43, 'age_breakdown': {'0-5': 6, '6-12': 15, '13-17': 10, '18+': 2}}",3.8
EVT0433,Author Talk,Plaistow,2024-11-21,"{'registered': 27, 'actual': 41, 'age_breakdown': {'0-5': 0, '6-12': 3, '13-17': 3, '18+': 4}}",3.7
EVT0434,Children's Story Hour,Custom House,2025-07-28,"{'registered': 23, 'actual': 28, 'age_breakdown': {'0-5': 0, '6-12': 0, '13-17': 1, '18+': 3}}",3.6
EVT0435,Children's Story Hour,Plaistow,2025-08-07,"{'registered': 32, 'actual': 38, 'age_breakdown': {'0-5': 10, '6-12': 1, '13-17': 8, '18+': 1}}",4.0
EVT0437,Children's Story Hour,Manor Park,2025-08-22,"{'registered': 25, 'actual': 9, 'age_breakdown': {'0-5': 5, '6-12': 12, '13-17': 6, '18+': 16}}",4.4
EVT0438,Author Talk,East Ham,2025-06-12,"{'registered': 43, 'actual': 45, 'age_breakdown': {'0-5': 10, '6-12': 3, '13-17': 4, '18+': 16}}",4.0
EVT0439,Computer Skills Workshop,Manor Park,2025-03-03,"{'registered': 32, 'actual': 37, 'age_breakdown': {'0-5': 0, '6-12': 6, '13-17': 0, '18+': 19}}",3.2
EVT0440,Computer Skills Workshop,Custom House,2025-07-21,"{'registered': 30, 'actual': 29, 'age_breakdown': {'0-5': 4, '6-12': 14, '13-17': 1, '18+': 15}}",3.9
EVT0441,Author Talk,Stratford,2024-12-03,"{'registered': 15, 'actual': 43, 'age_breakdown': {'0-5': 0, '6-12': 4, '13-17': 7, '18+': 3}}",4.2
EVT0442,Homework Help Session,Custom House,2025-05-18,"{'registered': 23, 'actual': 35, 'age_breakdown': {'0-5': 1, '6-12': 13, '13-17': 1, '18+': 3}}",4.9
EVT0443,Computer Skills Workshop,Beckton,2025-03-25,"{'registered': 43, 'actual': 32, 'age_breakdown': {'0-5': 1, '6-12': 2, '13-17': 9, '18+': 18}}",4.7
EVT0445,Children's Story Hour,North Woolwich,2024-11-01,"{'registered': 30, 'actual': 6, 'age_breakdown': {'0-5': 5, '6-12': 6, '13-17': 5, '18+': 6}}",4.3
EVT0446,Children's Story Hour,Custom House,2024-11-14,"{'registered': 32, 'actual': 32, 'age_breakdown': {'0-5': 5, '6-12': 14, '13-17': 2, '18+': 17}}",3.7
EVT0447,Book Club Meeting,East Ham,2025-03-19,"{'registered': 47, 'actual': 42, 'age_breakdown': {'0-5': 8, '6-12': 5, '13-17': 4, '18+': 5}}",4.3
EVT0448,Children's Story Hour,Plaistow,2025-05-25,"{'registered': 40, 'actual': 26, 'age_breakdown': {'0-5': 8, '6-12': 1, '13-17': 1, '18+': 10}}",3.5
EVT0450,Teen Gaming Night,Manor Park,2025-07-16,"{'registered': 23, 'actual': 15, 'age_breakdown': {'0-5': 7, '6-12': 5, '13-17': 7, '18+': 12}}",4.1
EVT0451,Homework Help Session,East Ham,2024-11-20,"{'registered': 26, 'actual': 25, 'age_breakdown': {'0-5': 1, '6-12': 11, '13-17': 0, '18+': 5}}",4.7
EVT0452,Author Talk,Manor Park,2025-02-27,"{'registered': 37, 'actual': 11, 'age_breakdown': {'0-5': 3, '6-12': 0, '13-17': 8, '18+': 14}}",4.9
EVT0453,Children's Story Hour,Custom House,2025-03-24,"{'registered': 46, 'actual': 35, 'age_breakdown': {'0-5': 2, '6-12': 0, '13-17': 10, '18+': 14}}",3.4
EVT0454,Homework Help Session,Beckton,2025-09-16,"{'registered': 20, 'actual': 35, 'age_breakdown': {'0-5': 7, '6-12': 15, '13-17': 7, '18+': 3}}",4.5
EVT0455,Author Talk,East Ham,2025-06-01,"{'registered': 30, 'actual': 13, 'age_breakdown': {'0-5': 7, '6-12': 12, '13-17': 3, '18+': 0}}",3.1
EVT0456,Computer Skills Workshop,Stratford,2025-02-04,"{'registered': 19, 'actual': 9, 'age_breakdown': {'0-5': 0, '6-12': 4, '13-17': 4, '18+': 4}}",4.4
EVT0457,Computer Skills Workshop,East Ham,2025-06-22,"{'registered': 13, 'actual': 27, 'age_breakdown': {'0-5': 10, '6-12': 15, '13-17': 10, '18+': 14}}",3.2
EVT0458,Teen Gaming Night,Beckton,2025-05-05,"{'registered': 37, 'actual': 12, 'age_breakdown': {'0-5': 10, '6-12': 15, '13-17': 1, '18+': 12}}",4.2
EVT0459,Author Talk,Beckton,2025-06-22,"{'registered': 35, 'actual': 30, 'age_breakdown': {'0-5': 7, '6-12': 13, '13-17': 4, '18+': 1}}",4.4
EVT0460,Computer Skills Workshop,Custom House,2025-04-10,"{'registered': 25, 'actual': 17, 'age_breakdown': {'0-5': 4, '6-12': 8, '13-17': 0, '18+': 0}}",3.7
EVT0461,Book Club Meeting,Beckton,2025-01-15,"{'registered': 28, 'actual': 13, 'age_breakdown': {'0-5': 10, '6-12': 12, '13-17': 10, '18+': 11}}",3.9
EVT0462,Book Club Meeting,North Woolwich,2025-09-03,"{'registered': 21, 'actual': 13, 'age_breakdown': {'0-5': 1, '6-12': 2, '13-17': 4, '18+': 7}}",4.4
EVT0463,Computer Skills Workshop,Stratford,2025-09-01,"{'registered': 33, 'actual': 23, 'age_breakdown': {'0-5': 7, '6-12': 7, '13-17': 6, '18+': 1}}",3.7
EVT0465,Homework Help Session,Beckton,2024-12-04,"{'registered': 19, 'actual': 31, 'age_breakdown': {'0-5': 0, '6-12': 0, '13-17': 8, '18+': 1}}",3.7
EVT0466,Teen Gaming Night,North Woolwich,2025-02-23,"{'registered': 23, 'actual': 21, 'age_breakdown': {'0-5': 7, '6-12': 10, '13-17': 9, '18+': 14}}",4.8
EVT0467,Book Club Meeting,East Ham,2025-01-11,"{'registered': 30, 'actual': 23, 'age_breakdown': {'0-5': 8, '6-12': 6, '13-17': 5, '18+': 15}}",4.2
EVT0468,Children's Story Hour,Manor Park,2024-11-26,"{'registered': 46, 'actual': 30, 'age_breakdown': {'0-5': 7, '6-12': 2, '13-17': 4, '18+': 12}}",4.8
EVT0469,Teen Gaming Night,Plaistow,2025-10-04,"{'registered': 50, 'actual': 29, 'age_breakdown': {'0-5': 4, '6-12': 7, '13-17': 2, '18+': 0}}",3.2
EVT0470,Computer Skills Workshop,North Woolwich,2025-02-09,"{'registered': 18, 'actual': 31, 'age_breakdown': {'0-5': 6, '6-12': 11, '13-17': 2, '18+': 16}}",3.8
EVT0473,Homework Help Session,North Woolwich,2024-11-19,"{'registered': 34, 'actual': 6, 'age_breakdown': {'0-5': 5, '6-12': 2, '13-17': 9, '18+': 0}}",3.7
EVT0474,Book Club Meeting,Beckton,2024-11-23,"{'registered': 19, 'actual': 36, 'age_breakdown': {'0-5': 1, '6-12': 12, '13-17': 10, '18+': 6}}",4.8
EVT0475,Homework Help Session,North Woolwich,2025-06-28,"{'registered': 22, 'actual': 20, 'age_breakdown': {'0-5': 5, '6-12': 13, '13-17': 10, '18+': 6}}",4.4
EVT0477,Teen Gaming Night,Custom House,2025-07-08,"{'registered': 25, 'actual': 9, 'age_breakdown': {'0-5': 8, '6-12': 14, '13-17': 8, '18+': 3}}",4.6
EVT0480,Author Talk,North Woolwich,2025-05-21,"{'registered': 24, 'actual': 45, 'age_breakdown': {'0-5': 7, '6-12': 13, '13-17': 6, '18+': 2}}",3.8
EVT0481,Book Club Meeting,Custom House,2025-04-01,"{'registered': 11, 'actual': 37, 'age_breakdown': {'0-5': 1, '6-12': 4, '13-17': 2, '18+': 20}}",3.1
EVT0483,Children's Story Hour,Stratford,2025-04-05,"{'registered': 32, 'actual': 40, 'age_breakdown': {'0-5': 3, '6-12': 7, '13-17': 0, '18+': 19}}",4.9
EVT0484,Teen Gaming Night,Plaistow,2025-01-23,"{'registered': 49, 'actual': 37, 'age_breakdown': {'0-5': 4, '6-12': 4, '13-17': 1, '18+': 17}}",3.2
EVT0485,Author Talk,East Ham,2025-03-23,"{'registered': 37, 'actual': 43, 'age_breakdown': {'0-5': 3, '6-12': 15, '13-17': 6, '18+': 11}}",4.5
EVT0486,Children's Story Hour,Plaistow,2025-08-08,"{'registered': 41, 'actual': 32, 'age_breakdown': {'0-5': 7, '6-12': 3, '13-17': 8, '18+': 15}}",4.7
EVT0487,Book Club Meeting,North Woolwich,2025-06-01,"{'registered': 43, 'actual': 39, 'age_breakdown': {'0-5': 3, '6-12': 13, '13-17': 3, '18+': 13}}",4.8
EVT0488,Homework Help Session,Manor Park,2025-05-13,"{'registered': 11, 'actual': 10, 'age_breakdown': {'0-5': 10, '6-12': 12, '13-17': 10, '18+': 5}}",3.8
EVT0489,Teen Gaming Night,East Ham,2024-11-14,"{'registered': 21, 'actual': 32, 'age_breakdown': {'0-5': 6, '6-12': 13, '13-17': 7, '18+': 16}}",4.0
EVT0490,Teen Gaming Night,North Woolwich,2024-11-29,"{'registered': 22, 'actual': 33, 'age_breakdown': {'0-5': 10, '6-12': 12, '13-17': 1, '18+': 12}}",3.6
EVT0491,Book Club Meeting,Custom House,2025-09-19,"{'registered': 48, 'actual': 39, 'age_breakdown': {'0-5': 9, '6-12': 0, '13-17': 7, '18+': 9}}",3.5
EVT0492,Author Talk,Custom House,2025-07-15,"{'registered': 44, 'actual': 11, 'age_breakdown': {'0-5': 2, '6-12': 10, '13-17': 5, '18+': 19}}",3.9
EVT0493,Computer Skills Workshop,Manor Park,2025-05-26,"{'registered': 48, 'actual': 36, 'age_breakdown': {'0-5': 6, '6-12': 9, '13-17': 0, '18+': 17}}",4.8
EVT0494,Author Talk,North Woolwich,2025-03-05,"{'registered': 44, 'actual': 6, 'age_breakdown': {'0-5': 5, '6-12': 0, '13-17': 1, '18+': 9}}",3.9
EVT0495,Computer Skills Workshop,Manor Park,2025-03-11,"{'registered': 40, 'actual': 40, 'age_breakdown': {'0-5': 9, '6-12': 6, '13-17': 9, '18+': 2}}",3.3
EVT0496,Author Talk,Beckton,2025-07-07,"{'registered': 35, 'actual': 27, 'age_breakdown': {'0-5': 1, '6-12': 14, '13-17': 1, '18+': 20}}",5.0
EVT0497,Teen Gaming Night,Plaistow,2024-12-31,"{'registered': 12, 'actual': 8, 'age_breakdown': {'0-5': 10, '6-12': 11, '13-17': 0, '18+': 0}}",3.4
EVT0498,Author Talk,Custom House,2025-02-10,"{'registered': 50, 'actual': 16, 'age_breakdown': {'0-5': 8, '6-12': 14, '13-17': 8, '18+': 15}}",3.9
EVT0499,Children's Story Hour,North Woolwich,2025-02-07,"{'registered': 24, 'actual': 6, 'age_breakdown': {'0-5': 2, '6-12': 6, '13-17': 0, '18+': 3}}",4.8
